0.0	4.0
4.67	12.67
19.33	24.67
28.67	1.47
31.33	37.33
46.67	58.67
59.33	63.33
64.67	71.33
80.0	86.0
86.67	99.33
100.0	108.67
110.0	116.67
117.33	142.0
188.67	197.33
207.33	232.0
244.0	251.33
258.67	13.03
264.0	270.0
270.67	331.33
332.0	341.33
364.0	367.33
368.0	374.67
378.67	383.33
384.67	396.67
397.33	422.67
424.0	433.33
434.0	454.0
454.67	22.83
460.0	464.0
464.67	492.67
493.33	516.0
516.67	533.33
534.0	578.67
579.33	592.0
592.67	600.0
600.67	604.0
618.67	647.33
648.0	670.0
673.33	33.77
682.0	688.0
698.67	705.33
712.0	718.0
725.33	728.67
729.33	748.0
760.0	763.33
786.0	793.33
800.67	820.0
825.33	848.67
849.33	886.0
894.67	906.67
907.33	964.67
965.33	982.0
992.67	1010.67
1023.33	1148.67
