,title,paper_file,video_file,subtitle_file,video_url,data_imported
20,Analyzing Value Discovery in Design Decisions Through Ethicography,3290605.3300307.pdf,20.mp4,20.srt,https://www.youtube.com/watch?v=3lV3YQUvyyY,Y
21,Saliency Deficit and Motion Outlier Detection in Animated Scatterplots,3290605.3300771.pdf,21.mp4,21.srt,https://www.youtube.com/watch?v=I1dz--XrUG0,Y
22,Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without ...,3290605.3300873.pdf,22.mp4,22.srt,https://www.youtube.com/watch?v=Dezd0esBK0E,Y
23,Participatory Design of a Virtual Reality-Based Reentry Training with a Women's Prison,,23.mp4,23.srt,https://www.youtube.com/watch?v=i7kipIN2K6k,Y
24,Neighborhood Perception in Bar Charts,3290605.3300462.pdf,24.mp4,24.srt,https://www.youtube.com/watch?v=MkxIZNPbPkk,Y
25,Towards Metrics of Meaningfulness for Tech Practitioners,,25.mp4,25.srt,https://www.youtube.com/watch?v=-opimyihD9U,Y
26,ChewIt. An Intraoral Interface for Discreet Interactions,3290605.3300556.pdf,26.mp4,26.srt,https://www.youtube.com/watch?v=jl0RS_VIe3g,Y
27,Vocal Shortcuts for Creative Experts,3290605.3300562.pdf,27.mp4,27.srt,https://www.youtube.com/watch?v=66gx5c6aPQ0,Y
28,Ranked-List Visualization: A Graphical Perception Study,ranked-list.pdf,28.mp4,28.srt,https://www.youtube.com/watch?v=9udzJG2b-Wc,Y
29,Emotional Utility and Recall of the Facebook News Feed,3290605.3300252.pdf,29.mp4,29.srt,https://www.youtube.com/watch?v=TZ6z8rTt69g,Y
30,Triptech: A Method for Evaluating Early Design Concepts,,30.mp4,30.srt,https://www.youtube.com/watch?v=O5Gx1CFp0-Y,Y
31,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching,3290605.3300900.pdf,31.mp4,31.srt,https://www.youtube.com/watch?v=oxorAXoEmf8,Y
32,"Springlets: Expressive, Flexible and Silent On-Skin Tactile Interfaces",hamdan2019a.pdf,32.mp4,32.srt,https://www.youtube.com/watch?v=a6vAbQd4AnU,Y
33,SottoVoce: An Ultrasound Imaging-Based Silent Speech Interaction Using Deep Neural Networks,sottovoce_preprint.pdf,33.mp4,33.srt,https://www.youtube.com/watch?v=j5xWL4MpB0U,Y
34,VARI-SOUND: A Varifocal Lens for Sound,paper483.pdf,34.mp4,34.srt,https://www.youtube.com/watch?v=T8d6VnuYBRE,Y
35,Crowdworker Economics in the Gig Economy,3290605.3300621.pdf,35.mp4,35.srt,https://www.youtube.com/watch?v=S8KQVzMabSg,Y
36,Augmenting Couples' Communication with Lifelines: Shared Timelines of Mixed Contextual Information,3290605.3300853.pdf,36.mp4,36.srt,https://www.youtube.com/watch?v=wFb8w7mPEsQ,Y
37,SIGCHI Research Ethics Town Hall,,37.mp4,37.srt,https://www.youtube.com/watch?v=DP1lDXtI5lE,Y
38,A Change of Perspective: Designing the Automated Vehicle as a New Social Actor in a Public Space,,38.mp4,38.srt,https://www.youtube.com/watch?v=SmnSU4QceSk,Y
39,Lab Hackathons to Overcome Laboratory Equipment Shortages in Africa: Opportunities and Challenges,,39.mp4,39.srt,https://www.youtube.com/watch?v=PlSGBQNw19w,Y
40,Reveal: Investigating Proactive Location-Based Reminiscing with Personal Digital Photo Repositories,paper435.pdf,40.mp4,40.srt,https://www.youtube.com/watch?v=s1YPKeVpqvw,Y
41,Understanding Abusive Behaviour Between Online and Offline Group Discussions,,41.mp4,41.srt,https://www.youtube.com/watch?v=JumPCd2jeQE,Y
42,Nurturing Constructive Disagreement - Agonistic Design with Neurodiverse Children,paper271.pdf,42.mp4,42.srt,https://www.youtube.com/watch?v=48Qo2SUcvM4,Y
43,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists,Cox_paper392.pdf,43.mp4,43.srt,https://www.youtube.com/watch?v=skiexlNxdaQ,Y
44,"Understanding Digitally-Mediated Empathy: An Exploration of Visual, Narrative, and Biosensory ...",digitally_mediated.pdf,44.mp4,44.srt,https://www.youtube.com/watch?v=K73358n7dqI,Y
45,Explorations on Single Usability Metrics,,45.mp4,45.srt,https://www.youtube.com/watch?v=WQSJi95wEOk,Y
46,Interferi: Gesture Sensing using On-Body Acoustic Interferometry,Interferi.pdf,46.mp4,46.srt,https://www.youtube.com/watch?v=xBpBBpQh7GI,Y
47,Bringing Shades of Feminism to Human-Centered Computing,,47.mp4,47.srt,https://www.youtube.com/watch?v=SN7xUEYCKmU,Y
48,Designing an Informal Learning Curriculum to Develop 3D Modeling Knowledge and Improve Spatial ...,,48.mp4,48.srt,https://www.youtube.com/watch?v=9N1zyJ65Zhk,Y
49,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for ...,3290605.3300366.pdf,49.mp4,49.srt,https://www.youtube.com/watch?v=7cV4xlsEeks,Y
50,Countermeasures: Learning to Lie to Objects,,50.mp4,50.srt,https://www.youtube.com/watch?v=XM6v00NFGHI,Y
51,Factitious: Large Scale Computer Game to Fight Fake News and Improve News Literacy,,51.mp4,51.srt,https://www.youtube.com/watch?v=tW_Mdo4tKzw,Y
52,Towards Novel Urban Planning Methods -- Using Eye-tracking Systems to Understand Human Attention ...,,52.mp4,52.srt,https://www.youtube.com/watch?v=jh07Xwl6SVY,Y
53,SENSEI: Harnessing Community Wisdom for Local Environmental Monitoring in Finland,,53.mp4,53.srt,https://www.youtube.com/watch?v=fvqMZHiFFfI,Y
54,Lessons Learned from Research via Private Social Media Groups,,54.mp4,54.srt,https://www.youtube.com/watch?v=bwWrOZdxIsw,Y
55,Providing Access to VR Through a Wheelchair,,55.mp4,55.srt,https://www.youtube.com/watch?v=T3xQVeHYV44,Y
56,How to Carry Out Usability Studies with Visually Impaired Children,,56.mp4,56.srt,https://www.youtube.com/watch?v=4FPuZj3tHJ4,Y
57,"""TechShops"" Engaging Young Adults with Intellectual Disability in Exploratory Design Research",,57.mp4,57.srt,https://www.youtube.com/watch?v=OnYAUe7xp-c,Y
58,Young Children's Reading and Learning with Conversational Agents,,58.mp4,58.srt,https://www.youtube.com/watch?v=Xtn1cUnUXn8,Y
59,Children's Reflection in Action with DIY,,59.mp4,59.srt,https://www.youtube.com/watch?v=MvgGzZD-cQs,Y
60,Teaching Data Visualization and Storytelling with Data Comic Workshops,,60.mp4,60.srt,https://www.youtube.com/watch?v=XAMBfyaWjsI,Y
61,Effects of Participatory Evaluation A Critical Actor-Network Analysis,,61.mp4,61.srt,https://www.youtube.com/watch?v=cMXf91FWQGU,Y
62,Multimodal Speech-based Dialogue for the Mini-Mental State Examination,,62.mp4,62.srt,https://www.youtube.com/watch?v=NSc1wN89c-A,Y
63,Social Media as a Passive Sensor in Longitudinal Studies of Human Behavior and Wellbeing,,63.mp4,63.srt,https://www.youtube.com/watch?v=aHzd6HxnGB4,Y
64,ROOT: A Multidisciplinary Approach to Urban Health Challenges with HCI,,64.mp4,64.srt,https://www.youtube.com/watch?v=MMXscPUXBsk,Y
65,HCI and Menopause: Designing With and Around the Aging Body,,65.mp4,65.srt,https://www.youtube.com/watch?v=wDtIjySKaaU,Y
66,Should I Interfere? AI-Assistants' Interaction with Knowledge Workers: A Case Study in the Oil ...,,66.mp4,66.srt,https://www.youtube.com/watch?v=CZnpYTFWekk,Y
67,Identifying the Intersections: User Experience + Research Scientist Collaboration in a ...,,67.mp4,67.srt,https://www.youtube.com/watch?v=EtQPmBTgeA4,Y
68,When Users Assist the Voice Assistants: From Supervision to Failure Resolution,,68.mp4,68.srt,https://www.youtube.com/watch?v=S99_5eZkGJQ,Y
69,Building Together: When Research Went Viral at Uber,,69.mp4,69.srt,https://www.youtube.com/watch?v=b_R259Xqs24,Y
70,From the Lab to the OB Truck: Object-Based Broadcasting at the FA Cup in Wembley Stadium,,70.mp4,70.srt,https://www.youtube.com/watch?v=0dbr23kR4Pg,Y
71,"The Tesserae Project: Large-Scale, Longitudinal, In Situ, Multimodal Sensing of Information Workers",,71.mp4,71.srt,https://www.youtube.com/watch?v=dJaorBy-buU,Y
72,Modeling Mobile Interface Tappability Using Crowdsourcing and Deep Learning,3290605.3300305.pdf,72.mp4,72.srt,https://www.youtube.com/watch?v=Tq3X609yo44,Y
73,Design Guideline for Developing Safe Systems that Apply Electricity to the Human Body,,73.mp4,73.srt,https://www.youtube.com/watch?v=LEkOauR1Kog,Y
74,TORC: A Virtual Reality Controller for In-Hand High-Dexterity Finger Interaction,,74.mp4,74.srt,https://www.youtube.com/watch?v=1rmCbZlZEaY,Y
75,The Performative Mirror Space,3290605.3300301.pdf,75.mp4,75.srt,https://www.youtube.com/watch?v=DeaoSEsjZEw,Y
76,The Future of Tangible User Interfaces,,76.mp4,76.srt,https://www.youtube.com/watch?v=ZI7NMICieII,Y
77,Careers in HCI and UX: The Digital Transformation from Craft to Strategy,,77.mp4,77.srt,https://www.youtube.com/watch?v=rWlP09H5N4g,Y
78,Steering Performance with Error-accepting Delays,3290605.3300800.pdf,78.mp4,78.srt,https://www.youtube.com/watch?v=N2C5NLnMhJs,Y
79,Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric,3290605.3300866.pdf,79.mp4,79.srt,https://www.youtube.com/watch?v=zFxdOLkI1dw,Y
80,Understanding and Modeling User-Perceived Brand Personality from Mobile Application UIs,3290605.3300443.pdf,80.mp4,80.srt,https://www.youtube.com/watch?v=01fuEs2UA4c,Y
81,An Analytic Model for Time Efficient Personal Hierarchies,3290605.3300598.pdf,81.mp4,81.srt,https://www.youtube.com/watch?v=oYTnveuVd0Q,Y
82,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing,3290605.3300867.pdf,82.mp4,82.srt,https://www.youtube.com/watch?v=AHhaJ4DMoV8,Y
83,"How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration, ...",3290605.3300284.pdf,83.mp4,83.srt,https://www.youtube.com/watch?v=6FByK43a-AI,Y
84,An Exploration of Speech-Based Productivity Support in the Car,3290605.3300494.pdf,84.mp4,84.srt,https://www.youtube.com/watch?v=cKfW86z8qCA,Y
85,Around the (Virtual) World: Infinite Walking in Virtual Reality Using Electrical Muscle Stimulation,3290605.3300661.pdf,85.mp4,85.srt,https://www.youtube.com/watch?v=EslqHPBSs3c,Y
86,Personalising the TV Experience using Augmented Reality: An Exploratory Study on Delivering ...,3290605.3300762.pdf,86.mp4,86.srt,https://www.youtube.com/watch?v=9WiXi0qEPIo,Y
87,"VirtualBricks: Exploring a Scalable, Modular Toolkit for Enabling Physical Manipulation in VR",3290605.3300286.pdf,87.mp4,87.srt,https://www.youtube.com/watch?v=9Tt7H0_EHh4,Y
88,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future ...,3290605.3300687.pdf,88.mp4,88.srt,https://www.youtube.com/watch?v=daeguU9f2t0,Y
89,"Threats, Abuses, Flirting, and Blackmail: Gender Inequity in Social Media Voice Forums",3290605.3300302.pdf,89.mp4,89.srt,https://www.youtube.com/watch?v=IA7fo7poqyk,Y
90,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,3290605.3300633.pdf,90.mp4,90.srt,https://www.youtube.com/watch?v=SNFGHlzmA8k,Y
91,Resilient Chatbots: Repair Strategy Preferences for Conversational Breakdowns,3290605.3300484.pdf,91.mp4,91.srt,https://www.youtube.com/watch?v=yFDwi83p-UI,Y
92,Implementing Multi-Touch Gestures with Touch Groups and Cross Events,3290605.3300585.pdf,92.mp4,92.srt,https://www.youtube.com/watch?v=didYdY83zoc,Y
93,"Rigor, Relevance and Impact: The Tensions and Trade-Offs Between Research in the Lab and in the Wild",,93.mp4,93.srt,https://www.youtube.com/watch?v=ffWRIRQwMoU,Y
94,Beyond Schematic Capture: Meaningful Abstractions for Better Electronics Design Tools,3290605.3300513.pdf,94.mp4,94.srt,https://www.youtube.com/watch?v=cm7mVGWaAyU,Y
95,Using Time and Space Efficiently in Driverless Cars: Findings of a Co-Design Study,3290605.3300635.pdf,95.mp4,95.srt,https://www.youtube.com/watch?v=sNCwrR-lefk,Y
96,i'sFree: Eyes-Free Gesture Typing via a Touch-Enabled Remote Control,3290605.3300678.pdf,96.mp4,96.srt,https://www.youtube.com/watch?v=hddqVTPiP38,Y
97,A Rough Sketch of the Freehand Drawing Process: Blending the Line between Action and Artifact,3290605.3300312.pdf,97.mp4,97.srt,https://www.youtube.com/watch?v=qyZLBfIgrtc,Y
98,Mapping the Landscape of Creativity Support Tools in HCI,3290605.3300619.pdf,98.mp4,98.srt,https://www.youtube.com/watch?v=l2WyF9mhFaM,Y
99,23 Ways to Nudge: A Review of Technology-Mediated Nudging in Human-Computer Interaction,3290605.3300733.pdf,99.mp4,99.srt,https://www.youtube.com/watch?v=-U3Bo7KR108,Y
100,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents,3290605.3300705.pdf,100.mp4,100.srt,https://www.youtube.com/watch?v=QrESSP5Jrps,Y
101,In a Silent Way: Communication Between AI and Improvising Musicians Beyond Sound,3290605.3300268.pdf,101.mp4,101.srt,https://www.youtube.com/watch?v=r5KA1Jo_vYU,Y
102,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation,3290605.3300283.pdf,102.mp4,102.srt,https://www.youtube.com/watch?v=WUiUwsVJ39c,Y
103,"Instrumenting and Analyzing Fabrication Activities, Users, and Expertise",3290605.3300554.pdf,103.mp4,103.srt,https://www.youtube.com/watch?v=aViHKozRyC4,Y
104,Together in Bed? Couples' Mobile Technology Use in Bed,3290605.3300732.pdf,104.mp4,104.srt,https://www.youtube.com/watch?v=2N5gGoo1uoA,Y
105,FTVR in VR: Evaluation of 3D Perception With a Simulated Volumetric Fish-Tank Virtual Reality ...,3290605.3300763.pdf,105.mp4,105.srt,https://www.youtube.com/watch?v=071I_uohryQ,Y
106,VIPBoard: Improving Screen-Reader Keyboard for Visually Impaired People with Character-Level ...,3290605.3300747.pdf,106.mp4,106.srt,https://www.youtube.com/watch?v=NXiygBuGhsc,Y
107,Pinpoint: A PCB Debugging Pipeline Using Interruptible Routing and Instrumentation,3290605.3300278.pdf,107.mp4,107.srt,https://www.youtube.com/watch?v=iCCLaw3hXxw,Y
108,Direct Finger Manipulation of 3D Object Image with Ultrasound Haptic Feedback,3290605.3300317.pdf,108.mp4,108.srt,https://www.youtube.com/watch?v=DrUfwi_0huU,Y
109,Self-Control in Cyberspace: Applying Dual Systems Theory to a Review of Digital Self-Control Tools,3290605.3300361.pdf,109.mp4,109.srt,https://www.youtube.com/watch?v=sJf_F7faczU,Y
110,Will You Accept an Imperfect AI? Exploring Designs for Adjusting End-user Expectations of ...,chi19_kocielnik_et_al.pdf,110.mp4,110.srt,https://www.youtube.com/watch?v=y-4ZvxPFaCs,Y
111,Sampling Strategy for Ultrasonic Mid-Air Haptics,3290605.3300351.pdf,111.mp4,111.srt,https://www.youtube.com/watch?v=zHeGCzLgqFI,Y
112,Exploring Virtual Agents for Augmented Reality,3290605.3300511.pdf,112.mp4,112.srt,https://www.youtube.com/watch?v=UO7m89mFM2A,Y
113,VelociWatch: Designing and Evaluating a Virtual Keyboard for the Input of Challenging Text,3290605.3300821.pdf,113.mp4,113.srt,https://www.youtube.com/watch?v=O5TBQbxFMfA,Y
114,HotStrokes: Word-Gesture Shortcuts on a Trackpad,3290605.3300395.pdf,114.mp4,114.srt,https://www.youtube.com/watch?v=iSQYejYs1fg,Y
115,Designing Theory-Driven User-Centric Explainable AI,3290605.3300831.pdf,115.mp4,115.srt,https://www.youtube.com/watch?v=RS7jP-6AHck,Y
116,Egocentric Smaller-person Experience through a Change in Visual Perspective,3290605.3300926.pdf,116.mp4,116.srt,https://www.youtube.com/watch?v=qiGOvoS83Qs,Y
117,"Protection, Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered ...",3290605.3300687.pdf,117.mp4,117.srt,https://www.youtube.com/watch?v=-xpsXmlqKpU,Y
118,Metaphoria: An Algorithmic Companion for Metaphor Creation,3290605.3300302.pdf,118.mp4,118.srt,https://www.youtube.com/watch?v=kyFipX3y5Sk,Y
119,A Design Space for Gaze Interaction on Head-mounted Displays,3290605.3300633.pdf,119.mp4,119.srt,https://www.youtube.com/watch?v=91VMIz6MAZ8,Y
120,Augmented Reality Views for Occluded Interaction,3290605.3300484.pdf,120.mp4,120.srt,https://www.youtube.com/watch?v=nxf6xW_z_s4,Y
121,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model,3290605.3300585.pdf,121.mp4,121.srt,https://www.youtube.com/watch?v=59h-efcue9I,Y
122,Empowering Expression for Users with Aphasia through Constrained Creativity,3290605.3300513.pdf,122.mp4,122.srt,https://www.youtube.com/watch?v=xHkhdD-Ek58,Y
123,May AI? Design Ideation with Cooperative Contextual Bandits,3290605.3300635.pdf,123.mp4,123.srt,https://www.youtube.com/watch?v=77-UFZZD3GQ,Y
124,Caring for Vincent: A Chatbot for Self-Compassion,3290605.3300678.pdf,124.mp4,124.srt,https://www.youtube.com/watch?v=AQZo1JpxkcA,Y
125,The Role of Physical Props in VR Climbing Environments,3290605.3300312.pdf,125.mp4,125.srt,https://www.youtube.com/watch?v=5iVaj1CPDXo,Y
126,"""Like Popcorn"": Crossmodal Correspondences Between Scents, 3D Shapes and Emotions in Children",3290605.3300619.pdf,126.mp4,126.srt,https://www.youtube.com/watch?v=4auFYl17k0A,Y
127,Power Struggles and Disciplined Designers A Nexus Analytic Inquiry on Cross-Disciplinary ...,3290605.3300626.pdf,127.mp4,127.srt,https://www.youtube.com/watch?v=bSPU84SGG2c,Y
128,Hackathons as Participatory Design: Iterating Feminist Utopias,3290605.3300302.pdf,128.mp4,128.srt,https://www.youtube.com/watch?v=22EeXYm9BZI,Y
129,Blockchain Assemblages: Whiteboxing Technology and Transforming Infrastructural Imaginaries,3290605.3300633.pdf,129.mp4,129.srt,https://www.youtube.com/watch?v=QNEFdcc9_9g,Y
130,Gamified Ads: Bridging the Gap Between User Enjoyment and the Effectiveness of Online Ads,3290605.3300484.pdf,130.mp4,130.srt,https://www.youtube.com/watch?v=_ChjZ7FDUg0,Y
131,Hands Holding Clues for Object Recognition in Teachable Machines,3290605.3300585.pdf,131.mp4,131.srt,https://www.youtube.com/watch?v=4NBuqmwUryk,Y
132,HistoryTracker: Minimizing Human Interactions in Baseball Game Annotation,3290605.3300513.pdf,132.mp4,132.srt,https://www.youtube.com/watch?v=pmLnEUfGCgI,Y
133,Ten-Minute Silence: A New Notification UX of Mobile Instant Messenger,3290605.3300635.pdf,133.mp4,133.srt,https://www.youtube.com/watch?v=Jfp_cOSH_6k,Y
134,Managerial Visions: Stories of Upgrading and Maintaining the Public Restroom with IoT,3290605.3300678.pdf,134.mp4,134.srt,https://www.youtube.com/watch?v=63RiUC3mhpE,Y
135,Engaging Gentrification as a Social Justice Issue in HCI,3290605.3300312.pdf,135.mp4,135.srt,https://www.youtube.com/watch?v=LzqGN1Q9V-E,Y
136,RotoSwype: Word-Gesture Typing using a Ring,3290605.3300244.pdf,136.mp4,136.srt,https://www.youtube.com/watch?v=qyHb4uPV8xw,Y
137,Thinking Too Classically: Toward a Research Agenda for Human-Quantum Computer Interaction,paper256.pdf,137.mp4,137.srt,https://www.youtube.com/watch?v=d931sBoW1xI,Y
138,360proto: Making Interactive Virtual Reality & Augmented Reality Prototypes from Paper,chi19a.pdf,138.mp4,138.srt,https://www.youtube.com/watch?v=CY9xwOA5cmQ,Y
139,"The Promise of Empathy: Design, Disability, and Knowing the 'Other'",promise_of_empathy.pdf,139.mp4,139.srt,https://www.youtube.com/watch?v=2dG_919Nyeo,Y
140,"A Badge, Not a Barrier: Designing for_nd Throughout_igital Badge Implementation",3290605.3300920.pdf,140.mp4,140.srt,https://www.youtube.com/watch?v=HxMSkH5ZpZI,Y
141,Emotion Work in Experience-Centered Design,3290605.3300832.pdf,141.mp4,141.srt,https://www.youtube.com/watch?v=dfZy625qb1M,Y
142,Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience,3290605.3300552.pdf,142.mp4,142.srt,https://www.youtube.com/watch?v=U3nOwgiEb3w,Y
143,Gamification in Science: A Study of Requirements in the Context of Reproducible Research,3290605.3300690.pdf,143.mp4,143.srt,https://www.youtube.com/watch?v=IlC0LxNNFAw,Y
144,ForceRay: Extending Thumb Reach via Force Input Stabilizes Device Grip for Mobile Touch Input,3290605.3300442.pdf,144.mp4,144.srt,https://www.youtube.com/watch?v=j0-WKQkVLW8,Y
145,Engaging Lived and Virtual Realities,3290605.3300580.pdf,145.mp4,145.srt,https://www.youtube.com/watch?v=VvWWRQ5kQR8,Y
146,Pictorial System Usability Scale (P-SUS): Developing an Instrument for Measuring Perceived Usability,3290605.3300299.pdf,146.mp4,146.srt,https://www.youtube.com/watch?v=cKfAFBxiFCw,Y
147,Evaluation of Appearance-Based Methods and Implications for Gaze-Based Applications,3290605.3300646.pdf,147.mp4,147.srt,https://www.youtube.com/watch?v=l8S1bQGYJdk,Y
148,Sensing Posture-Aware Pen+Touch Interaction on Tablets,3290605.3300285.pdf,148.mp4,148.srt,https://www.youtube.com/watch?v=m3MA8z6zPAk,Y
149,Transformation through Provocation?,3290605.3300857.pdf,149.mp4,149.srt,https://www.youtube.com/watch?v=A-ct74ysMO0,Y
150,HapTwist: Creating Interactive Haptic Proxies in Virtual Reality Using Low-cost Twistable Artefacts,3290605.3300923.pdf,150.mp4,150.srt,https://www.youtube.com/watch?v=nnqTJJIsPcs,Y
151,PinchList: Leveraging Pinch Gestures for Hierarchical List Navigation on Smartphones,3290605.3300731.pdf,151.mp4,151.srt,https://www.youtube.com/watch?v=xKiafBCecq4,Y
152,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality,3290605.3300426.pdf,152.mp4,152.srt,https://www.youtube.com/watch?v=-Dc3O10xP1g,Y
153,What is Mixed Reality?,3290605.3300767.pdf,153.mp4,153.srt,https://www.youtube.com/watch?v=5QDzTIYJSko,Y
154,SwarmHaptics: Haptic Display with Swarm Robots,3290605.3300918.pdf,154.mp4,154.srt,https://www.youtube.com/watch?v=N1wp2Bmb-pk,Y
155,"On the Internet, Nobody Knows You're a Dog... Unless You're Another Dog",3290605.3300347.pdf,155.mp4,155.srt,https://www.youtube.com/watch?v=ClU087JidS4,Y
156,Gehna: Exploring the Design Space of Jewelry as an Input Modality,3290605.3300751.pdf,156.mp4,156.srt,https://www.youtube.com/watch?v=gYRPXoRYtXU,Y
157,Interpreting the Diversity in Subjective Judgments,3290605.3300449.pdf,157.mp4,157.srt,https://www.youtube.com/watch?v=pS7CzHfawDU,Y
158,The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home,3290605.3300631.pdf,158.mp4,158.srt,https://www.youtube.com/watch?v=T6YrqVa37eM,Y
159,"NVGaze: An Anatomically-Informed Dataset for Low-Latency, Near-Eye Gaze Estimation",3290605.3300780.pdf,159.mp4,159.srt,https://www.youtube.com/watch?v=iImH1TmSU1I,Y
160,Typing on Split Keyboards with Peripheral Vision,3290605.3300430.pdf,160.mp4,160.srt,https://www.youtube.com/watch?v=gC8rh55AhqE,Y
161,Apprise: Supporting the Critical-Agency of Victims of Human Trafficking in Thailand,3290605.3300385.pdf,161.mp4,161.srt,https://www.youtube.com/watch?v=VZSn47dkw8Y,Y
162,A Practice-Led Account of the Conceptual Evolution of UX Knowledge,3290605.3300279.pdf,162.mp4,162.srt,https://www.youtube.com/watch?v=8-tdWf0osyg,Y
163,Who Would You Like to Work With?,3290605.3300889.pdf,163.mp4,163.srt,https://www.youtube.com/watch?v=G9LaeogFpHw,Y
164,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal ...,3290605.3300701.pdf,164.mp4,164.srt,https://www.youtube.com/watch?v=-_BKrNA8Y1o,Y
165,"Pay Attention, Please: Formal Language Improves Attention in Volunteer and Paid Online Experiments",3290605.3300478.pdf,165.mp4,165.srt,https://www.youtube.com/watch?v=-RN2JEPn8dE,Y
166,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,3290605.3300300.pdf,166.mp4,166.srt,https://www.youtube.com/watch?v=Bf1BDRRKATk,Y
167,Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence,3290605.3300415.pdf,167.mp4,167.srt,https://www.youtube.com/watch?v=kfqe3KxwYMg,Y
168,Understanding the Boundaries between Policymaking and HCI,3290605.3300314.pdf,168.mp4,168.srt,https://www.youtube.com/watch?v=KxbSdQJ3Utc,Y
