0.0	3.67
3.67	18.0
18.0	23.0
23.0	28.0
28.0	34.33
34.33	36.67
36.67	39.67
39.67	46.33
46.33	54.67
54.67	63.67
63.67	74.33
74.33	79.33
79.33	85.0
85.0	87.67
87.67	97.67
97.67	101.0
101.0	103.33
103.33	109.33
109.33	114.0
114.0	118.0
118.0	120.0
120.0	130.0
130.0	147.33
147.33	161.67
161.67	178.0
178.0	182.0
182.0	185.0
185.0	190.0
190.0	192.67
192.67	197.67
197.67	207.67
207.67	211.67
211.67	219.67
219.67	225.0
225.0	227.67
227.67	233.0
233.0	236.0
236.0	249.0
249.0	261.67
261.67	268.0
268.0	279.67
279.67	284.33
284.33	296.0
296.0	299.0
