,title,paper_file,video_file,subtitle_file,video_url,data_imported
104,Effects of Credibility Indicators on Social Media News Sharing Intent,,./video/104.mp4,./__subtitles/104.srt,https://www.youtube.com/watch?v=HRkZUveGJyM,N
105,"""All in the Same Boat"": Tradeoffs of Voice Assistant Ownership for Mixed-Visual-Ability Families",,./video/105.mp4,./__subtitles/105.srt,https://www.youtube.com/watch?v=P9sYS793AJ8,N
106,Review of Quantitative Empirical Evaluations of Technology for People with Visual Impairments,,./video/106.mp4,./__subtitles/106.srt,https://www.youtube.com/watch?v=ep7hckd80-U,N
107,"Getting the Healthcare We Want: The Use of Online ""Ask the Doctor"" Platforms in Practice",,./video/107.mp4,./__subtitles/107.srt,https://www.youtube.com/watch?v=f42j8wJratU,N
108,"CARoma Therapy: Pleasant Scents Promote Safer Driving, Better Mood, and Improved Well-Being in ...",,./video/108.mp4,./__subtitles/108.srt,https://www.youtube.com/watch?v=5pyuo57qcoo,N
109,"'Lime', 'Open Lock', and 'Blocked': Children's Perception of Colors, Symbols, and Words in ...",,./video/109.mp4,./__subtitles/109.srt,https://www.youtube.com/watch?v=IouQ2GNhPYQ,N
110,ScreenTrack: Using a Visual History of a Computer Screen to Retrieve Documents and Web Pages,,./video/110.mp4,./__subtitles/110.srt,https://www.youtube.com/watch?v=E97eCIbg4L0,N
111,"PV-Tiles: Towards Closely-Coupled Photovoltaic and Digital Materials for Useful, Beautiful and ...",,./video/111.mp4,./__subtitles/111.srt,https://www.youtube.com/watch?v=_IiksKo6UKc,N
112,Designing Games for Healthy Sleep,,./video/112.mp4,./__subtitles/112.srt,https://www.youtube.com/watch?v=njf9R7fZ-HQ,N
113,"In-game and Out-of-game Social Anxiety Influences Player Motivations, Activities, and ...",,./video/113.mp4,./__subtitles/113.srt,https://www.youtube.com/watch?v=ftklxcLtTLQ,N
114,Heartbeats in the Wild: A Field Study Exploring ECG Biometrics in Everyday Life,,./video/114.mp4,./__subtitles/114.srt,https://www.youtube.com/watch?v=p3lLY-d0nhY,N
115,Building and Validating a Scale for Secure Software Development Self-Efficacy,,./video/115.mp4,./__subtitles/115.srt,https://www.youtube.com/watch?v=fCWA7Iebx3A,N
116,Towards A Design For Life: Redesigning For Reminiscence With Looked After Children,,./video/116.mp4,./__subtitles/116.srt,https://www.youtube.com/watch?v=jo-k5CQDs34,N
117,From Biodata to Somadata,,./video/117.mp4,./__subtitles/117.srt,https://www.youtube.com/watch?v=3S-_CyO7kAw,N
118,QMaps: Engaging Students in Voluntary Question Generation and Linking,,./video/118.mp4,./__subtitles/118.srt,https://www.youtube.com/watch?v=MbWhO9hFFZU,N
119,EmoG: Supporting the Sketching of Emotional Expressions for Storyboarding,,./video/119.mp4,./__subtitles/119.srt,https://www.youtube.com/watch?v=47S6kfbdags,N
120,Music Creation by Example,,./video/120.mp4,./__subtitles/120.srt,https://www.youtube.com/watch?v=0zEo7nZSoKQ,N
121,Crafting Critical Heritage Discourses into Interactive Exhibition Design,,./video/121.mp4,./__subtitles/121.srt,https://www.youtube.com/watch?v=pHHvDJNaVEE,N
122,"""No powers, man!"": A Student Perspective on Designing University Smart Building Interactions",,./video/122.mp4,./__subtitles/122.srt,https://www.youtube.com/watch?v=zGoTqYBjcW0,N
123,"""Why is 'Chicago' deceptive?"" Towards Building Model-Driven Tutorials for Humans",,./video/123.mp4,./__subtitles/123.srt,https://www.youtube.com/watch?v=OyJW3XE-cNQ,N
124,Virtual Reality Without Vision: A Haptic and Auditory White Cane to Navigate Complex Virtual Worlds,,./video/124.mp4,./__subtitles/124.srt,https://www.youtube.com/watch?v=Sb6XfoWXZ2w,N
125,"Patriarchy, Maternal Health and Spiritual Healing: Designing Maternal Health Interventions in ...",,./video/125.mp4,./__subtitles/125.srt,https://www.youtube.com/watch?v=-azQmEPpXa0,N
126,Soundr: Head Position and Orientation Prediction Using a Microphone Array,,./video/126.mp4,./__subtitles/126.srt,https://www.youtube.com/watch?v=qe7NlrXko0I,N
127,BrailleBlocks: Computational Braille Toys for Collaborative Learning,,./video/127.mp4,./__subtitles/127.srt,https://www.youtube.com/watch?v=eAPHL2NUTDQ,N
128,"Design Study ""Lite"" Methodology: Expediting Design Studies and Enabling the Synergy of ...",,./video/128.mp4,./__subtitles/128.srt,https://www.youtube.com/watch?v=ZbfpJikhvRc,N
129,Augmented Reality Training for Industrial Assembly Work - Are Projection-based AR Assistive ...,,./video/129.mp4,./__subtitles/129.srt,https://www.youtube.com/watch?v=NHdh0UPFnAQ,N
130,Automatic Annotation Synchronizing with Textual Description for Visualization,,./video/130.mp4,./__subtitles/130.srt,https://www.youtube.com/watch?v=c6rckAUPTTs,N
131,Circle of Trust: A New Approach to Mobile Online Safety for Families,,./video/131.mp4,./__subtitles/131.srt,https://www.youtube.com/watch?v=w1oefcYqgeY,N
132,The Influence of Decaying the Representation of Older Social Media Content on Simulated Hiring ...,,./video/132.mp4,./__subtitles/132.srt,https://www.youtube.com/watch?v=IEU1LlrIQ4U,N
133,Unfabricate: Designing Smart Textiles for Disassembly,,./video/133.mp4,./__subtitles/133.srt,https://www.youtube.com/watch?v=dXxx9KNY7II,N
134,TangibleCircuits: An Interactive 3D Printed Circuit Education Tool for People with Visual ...,,./video/134.mp4,./__subtitles/134.srt,https://www.youtube.com/watch?v=-NQU3PhGJZM,N
135,Will the Crowd Game the Algorithm?: Using Layperson Judgments to Combat Misinformation on Social ...,,./video/135.mp4,./__subtitles/135.srt,https://www.youtube.com/watch?v=WK_a3SMUaD8,N
136,Utilizing VR and Gaze Tracking to Develop AR Solutions for Industrial Maintenance,,./video/136.mp4,./__subtitles/136.srt,https://www.youtube.com/watch?v=wlgAIKjUZrE,N
137,Support Strategies for Remote Guides in Assisting People with Visual Impairments for Effective ...,,./video/137.mp4,./__subtitles/137.srt,https://www.youtube.com/watch?v=RSmKWCsYN0w,N
138,Textlets: Supporting Constraints and Consistency in Text Documents,,./video/138.mp4,./__subtitles/138.srt,https://www.youtube.com/watch?v=9domWwtO21A,N
139,"E-Textile Microinteractions: Augmenting Twist with Flick, Slide and Grasp Gestures for Soft ...",,./video/139.mp4,./__subtitles/139.srt,https://www.youtube.com/watch?v=KHKkrc3a7Sg,N
140,Understanding Older Adults' Participation in Design Workshops,,./video/140.mp4,./__subtitles/140.srt,https://www.youtube.com/watch?v=bEr9w8Lk-_c,N
141,A Postmortem on Playtesting: Exploring the Impact of Playtesting on the Critical Reception of ...,,./video/141.mp4,./__subtitles/141.srt,https://www.youtube.com/watch?v=4_0J3o0jHFw,N
142,How Points and Theme Affect Performance and Experience in a Gamified Cognitive Task,,./video/142.mp4,./__subtitles/142.srt,https://www.youtube.com/watch?v=LkZjjFEmmgw,N
143,,,,,,
144,Mental Models of AI Agents in a Cooperative Game Setting,,./video/144.mp4,./__subtitles/144.srt,https://www.youtube.com/watch?v=GvxrxBlCpEM,N
145,Body Follows Eye: Unobtrusive Posture Manipulation Through a Dynamic Content Position in Virtual ...,,./video/145.mp4,./__subtitles/145.srt,https://www.youtube.com/watch?v=do4IDXF7MWQ,N
146,Fairness and Decision-making in Collaborative Shift Scheduling Systems,,./video/146.mp4,./__subtitles/146.srt,https://www.youtube.com/watch?v=ml-J5t99TkA,N
147,G-ID: Identifying 3D Prints Using Slicing Parameters,,./video/147.mp4,./__subtitles/147.srt,https://www.youtube.com/watch?v=rJT013bvvSw,N
