0.0	3.33
4.0	27.33
28.0	37.33
42.67	48.67
49.33	52.67
53.33	58.67
59.33	68.0
69.33	72.67
73.33	76.67
77.33	104.0
104.67	142.67
145.33	150.67
151.33	158.0
158.67	181.33
182.0	9.2
186.0	190.0
191.33	195.33
222.0	236.0
242.67	244.0
244.67	253.33
254.0	289.33
290.0	304.0
304.67	310.0
310.67	324.67
325.33	338.67
339.33	347.33
348.0	362.67
376.0	405.33
406.0	430.0
430.67	455.33
456.0	476.0
476.67	496.0
496.67	517.33
518.0	526.67
527.33	531.33
532.0	554.0
554.67	560.0
560.67	596.0
596.67	627.33
628.0	632.67
633.33	662.67
663.33	676.67
678.0	699.33
700.0	710.67
744.0	747.33
748.0	764.67
765.33	777.33
778.67	788.67
789.33	802.0
802.67	40.23
836.67	882.0
883.33	914.0
967.33	978.0
1052.0	1172.0
