0.0	4.0
4.67	26.67
27.33	32.67
33.33	54.67
55.33	68.0
68.67	83.33
84.0	114.0
114.67	122.67
123.33	150.0
150.67	156.0
159.33	166.0
166.67	175.33
176.0	185.33
186.0	192.0
192.67	200.0
200.67	204.67
205.33	210.67
211.33	216.67
217.33	222.0
222.67	233.33
234.0	239.33
240.0	249.33
251.33	255.33
256.0	261.33
262.0	13.2
265.33	268.67
270.67	274.0
274.67	278.67
279.33	288.0
291.33	320.0
320.67	342.67
343.33	352.67
353.33	360.67
361.33	368.0
368.67	378.0
378.67	391.33
392.0	414.67
415.33	442.0
442.67	457.33
458.0	461.33
462.0	478.67
479.33	494.0
494.67	498.67
499.33	506.0
506.67	25.43
510.67	536.0
536.67	552.0
553.33	576.0
576.67	590.67
591.33	600.0
600.67	614.0
614.67	621.33
622.0	628.0
629.33	636.67
648.0	652.0
652.67	672.0
672.67	692.0
692.67	728.67
729.33	756.0
756.67	772.67
773.33	795.33
796.0	814.0
814.67	826.67
827.33	844.67
845.33	878.0
900.0	930.67
931.33	1134.0
